100 3.1979e-05
5100 0.00243807
10100 0.00529319
15100 0.00776882
20100 0.0158752
25100 0.0129843
30100 0.0159629
35100 0.0210988
40100 0.0287163
45100 0.027919
50100 0.03347
55100 0.0327558
60100 0.0364507
65100 0.0385048
70100 0.0411277
75100 0.0437475
80100 0.0483178
85100 0.0534877
